,paper_id,author
15144,2714,"Bahrman, Nasser"
15145,2714,"Baranger, Alain"
15146,2714,"Delbreil, Bruno"
15147,2714,"Fontaine, Veronique"
15148,2714,"Hamon, Celine"
15149,2714,"Hanocq, Eric"
15150,2714,"Niarquin, Martine"
15151,2714,"Sellier, Helene"
15152,2714,"Vuylsteker, Christophe"
15153,2714,"Prosperi, Jean-Marie"
15154,2714,"Lejeune-Henaut, Isabelle"
15155,2715,"Acharya, Surya"
15156,2715,"Sottie, Edmund"
15157,2715,"Coulman, Bruce"
15158,2715,"Iwaasa, Alan"
15159,2715,"McAllister, Tim"
15160,2715,"Wang, Yuxi"
15161,2715,"Liu, Jinghui"
15162,2716,Minh Luan Nguyen
15163,2716,"Kim, Goon-Bo"
15164,2716,"Hyun, Sun-Hee"
15165,2716,"Lee, Seok-Young"
15166,2716,"Lee, Chae-Young"
15167,2716,"Choi, Hong-Kyu"
15168,2716,"Choi, Hyung-Kyoon"
15169,2716,"Nam, Young-Woo"
15170,2717,"Kim, Goon-Bo"
15171,2717,"Nam, Young-Woo"
15172,2718,"Carletti, Giorgia"
15173,2718,"Lucini, Luigi"
15174,2718,"Busconi, Matteo"
15175,2718,"Marocco, Adriano"
15176,2718,"Bernardi, Jamila"
15177,2719,"Dolgikh, Yu. I."
15178,2719,"Stepanova, A. Yu."
15179,2719,"Trusova, S. V."
15180,2719,"Chichkova, N. V."
15181,2719,"Vartapetian, A. B."
15182,2720,"Fliegmann, Judith"
15183,2720,"Canova, Sophie"
15184,2720,"Lachaud, Christophe"
15185,2720,"Uhlenbroich, Sandra"
15186,2720,"Gasciolli, Virginie"
15187,2720,"Pichereaux, Carole"
15188,2720,"Rossignol, Michel"
15189,2720,"Rosenberg, Charles"
15190,2720,"Cumener, Marie"
15191,2720,"Pitorre, Delphine"
15192,2720,"Lefebvre, Benoit"
15193,2720,"Gough, Clare"
15194,2720,"Samain, Eric"
15195,2720,"Fort, Sebastien"
15196,2720,"Driguez, Hugues"
15197,2720,"Vauzeilles, Boris"
15198,2720,"Beau, Jean-Marie"
15199,2720,"Nurisso, Alessandra"
15200,2720,"Imberty, Anne"
15201,2720,"Cullimore, Julie"
15202,2720,"Bono, Jean-Jacques"
15203,2721,"Stambouli, Talel"
15204,2721,"Martinez-Cob, Antonio"
15205,2721,"Maria Faci, Jose"
15206,2721,"Howell, Terry"
15207,2721,"Zapata, Nery"
15208,2722,"Sun, Liang"
15209,2722,"Gu, Shao-Hua"
15210,2722,"Xiao, Hai-Jun"
15211,2722,"Zhou, Jing-Jiang"
15212,2722,"Guo, Yu-Yuan"
15213,2722,"Liu, Ze-Wen"
15214,2722,"Zhang, Yong-Jun"
15215,2723,"Yari, Mojtaba"
15216,2723,"Valizadeh, Reza"
15217,2723,"Naserian, Abbas Ali"
15218,2723,"Jonker, Arjan"
15219,2723,"Yu, Peiqiang"
15220,2724,"Mendis, Hajeewaka C."
15221,2724,"Queiroux, Clothilde"
15222,2724,"Brewer, Tess E."
15223,2724,"Davis, Olivia M."
15224,2724,"Washburn, Brian K."
15225,2724,"Jones, Kathryn M."
15226,2725,"Zhuo, Chunliu"
15227,2725,"Wang, Ting"
15228,2725,"Lu, Shaoyun"
15229,2725,"Zhao, Yaqing"
15230,2725,"Li, Xiaoguang"
15231,2725,"Guo, Zhenfei"
15232,2726,"Clauss, Marcus"
15233,2726,"Kohlschein, Gina-Marie"
15234,2726,"Peemoeller, Andreas"
15235,2726,"Hummel, Juergen"
15236,2726,"Hatt, Jean-Michel"
15237,2727,"Zhuo, Chunliu"
15238,2727,"Cai, Jiongliang"
15239,2727,"Guo, Zhenfei"
15240,2728,"Stefanova, G."
15241,2728,"Slavov, S."
15242,2728,"Gecheff, K."
15243,2728,"Vlahova, M."
15244,2728,"Atanassov, A."
15245,2729,"Kumar, S."
15246,2729,"Tiwari, R."
15247,2729,"Chandra, A."
15248,2729,"Sharma, A."
15249,2729,"Bhatnagar, R. K."
15250,2730,"Guan, X. -K."
15251,2730,"Zhang, X. -H."
15252,2730,"Turner, N. C."
15253,2730,"Xu, B. -C."
15254,2730,"Li, F. -M."
15255,2731,"Gronwald, John W."
15256,2731,"Bucciarelli, Bruna"
15257,2732,"Zhao, Qiao"
15258,2732,"Tobimatsu, Yuki"
15259,2732,"Zhou, Rui"
15260,2732,"Pattathil, Sivakumar"
15261,2732,"Gallego-Giraldo, Lina"
15262,2732,"Fu, Chunxiang"
15263,2732,"Jackson, Lisa A."
15264,2732,"Hahn, Michael G."
15265,2732,"Kim, Hoon"
15266,2732,"Chen, Fang"
15267,2732,"Ralph, John"
15268,2732,"Dixon, Richard A."
15269,2733,"Chavez, Stephen J."
15270,2733,"Huntington, Gerald B."
15271,2734,"Nagler, Pamela L."
15272,2734,"Glenn, Edward P."
15273,2734,Uyen Nguyen
15274,2734,"Scott, Russell L."
15275,2734,"Doody, Tanya"
15276,2735,"Ruszkowski, Milosz"
15277,2735,"Brzezinski, Krzysztof"
15278,2735,"Jedrzejczak, Robert"
15279,2735,"Dauter, Miroslawa"
15280,2735,"Dauter, Zbigniew"
15281,2735,"Sikorski, Michal"
15282,2735,"Jaskolski, Mariusz"
15283,2736,"Sanz-Saez, Alvaro"
15284,2736,"Erice, Gorka"
15285,2736,"Aranjuelo, Iker"
15286,2736,"Aroca, Ricardo"
15287,2736,"Manuel Ruiz-Lozano, Juan"
15288,2736,"Aguirreolea, Jone"
15289,2736,"Jose Irigoyen, Juan"
15290,2736,"Sanchez-Diaz, Manuel"
15291,2737,"Gomez-Aldapa, Carlos A."
15292,2737,"Rangel-Vargas, Esmeralda"
15293,2737,"del Refugio Torres-Vitela, M."
15294,2737,"Villarruel-Lopez, Angelica"
15295,2737,"Castro-Rosas, Javier"
15296,2738,"Arab, Leila"
15297,2738,"Ehsanpour, Ali Akbar"
15298,2738,"Jwa, Nam Soo"
15299,2739,"Tayeh, Nadim"
15300,2739,"Bahrman, Nasser"
15301,2739,"Devaux, Rosemonde"
15302,2739,"Bluteau, Aurelie"
15303,2739,"Prosperi, Jean-Marie"
15304,2739,"Delbreil, Bruno"
15305,2739,"Lejeune-Henaut, Isabelle"
15306,2740,"Swezey, Sean L."
15307,2740,"Nieto, Diego J."
15308,2740,"Hagler, James R."
15309,2740,"Pickett, Charles H."
15310,2740,"Bryer, Janet A."
15311,2740,"Machtley, Scott A."
15312,2741,"Guedot, Christelle"
15313,2741,"Buckner, James S."
15314,2741,"Hagen, Marcia M."
15315,2741,"Bosch, Jordi"
15316,2741,"Kemp, William P."
15317,2741,"Pitts-Singer, Theresa L."
15318,2742,"Weimer, P. J."
15319,2742,"Digman, M. F."
15320,2743,"Guerrouj, Kamal"
15321,2743,"Perez-Valera, Eduardo"
15322,2743,"Abdelmoumen, Hanaa"
15323,2743,"Bedmar, Eulogio J."
15324,2743,"El Idrissi, Mustapha Missbah"
15325,2744,"Bozickovic, A."
15326,2744,"Grubic, G."
15327,2744,"Verbic, J."
15328,2744,"Znidarsic, T."
15329,2744,"Djordjevic, N."
15330,2744,"Stojanovic, B."
15331,2745,"Long, Ruicai"
15332,2745,"Yang, Qingchuan"
15333,2745,"Kang, Junmei"
15334,2745,"Zhang, Tiejun"
15335,2745,"Wang, Huimin"
15336,2745,"Li, Mingna"
15337,2745,"Zhang, Ze"
15338,2746,"Xi, Jiejun"
15339,2746,"Chen, Yuhui"
15340,2746,"Nakashima, Jin"
15341,2746,"Wang, Suo-min"
15342,2746,"Chen, Rujin"
15343,2747,"Xie, Hui"
15344,2747,"Hu, Xin"
15345,2747,"Zhang, Chun-Rong"
15346,2747,"Chen, Yun-Feng"
15347,2747,"Huang, Xia"
15348,2747,"Huang, Xue-Lin"
15349,2748,"Yang, Haishui"
15350,2748,"Yu, Zhenxing"
15351,2748,"Zhang, Qian"
15352,2748,"Tang, Jianjun"
15353,2748,"Chen, Xin"
15354,2749,"Gutierrez, Andrew Paul"
15355,2749,"Ponti, Luigi"
15356,2750,"Studer, Patrick"
15357,2750,"Heller, Werner E."
15358,2750,"Hummerjohann, Joerg"
15359,2750,"Drissner, David"
15360,2751,"Naseri, V."
15361,2751,"Hozhabri, F."
15362,2751,"Kafilzadeh, F."
15363,2752,"Ben, Cecile"
15364,2752,"Debelle, Frederic"
15365,2752,"Berges, Helene"
15366,2752,"Bellec, Arnaud"
15367,2752,"Jardinaud, Marie-Francoise"
15368,2752,"Anson, Philippe"
15369,2752,"Huguet, Thierry"
15370,2752,"Gentzbittel, Laurent"
15371,2752,"Vailleau, Fabienne"
15372,2753,"Atif, Rana M."
15373,2753,"Boulisset, Florian"
15374,2753,"Conreux, Catherine"
15375,2753,"Thompson, Richard"
15376,2753,"Ochatt, Sergio J."
15377,2754,"Murray, David A. H."
15378,2754,"Clarke, Michael B."
15379,2754,"Ronning, David A."
15380,2755,"Brady, Cristina M."
15381,2755,"White, Jennifer A."
15382,2756,"Rodrigues, Francisca"
15383,2756,"Palmeira-de-Oliveira, Ana"
15384,2756,"das Neves, Jose"
15385,2756,"Sarmento, Bruno"
15386,2756,"Amaral, Maria Helena"
15387,2756,"Oliveira, Maria Beatriz"
15388,2757,"Hameed, Asif"
15389,2757,"Hung, Mei-Hua"
15390,2757,"Lin, Shih-Yao"
15391,2757,"Hsu, Yi-Han"
15392,2757,"Liu, You-Cheng"
15393,2757,"Shahina, Mariyam"
15394,2757,"Lai, Wei-An"
15395,2757,"Huang, Hsin-Chieh"
15396,2757,"Young, Li-Sen"
15397,2757,"Young, Chiu-Chung"
15398,2758,"Lettat, A."
15399,2758,"Hassanat, F."
15400,2758,"Benchaar, C."
15401,2759,"Kim, Goon-Bo"
15402,2759,"Bae, Ju-Hee"
15403,2759,"An, Chung Sun"
15404,2759,"Nam, Young-Woo"
15405,2760,"Anderson, J. P."
15406,2760,"Lichtenzveig, J."
15407,2760,"Oliver, R. P."
15408,2760,"Singh, K. B."
15409,2761,"Amosse, Camille"
15410,2761,"Jeuffroy, Marie-Helene"
15411,2761,"Celette, Florian"
15412,2761,"David, Christophe"
15413,2762,"Campanelli, Angela"
15414,2762,"Ruta, Claudia"
15415,2762,"Morone-Fortunato, Irene"
15416,2762,"De Mastro, Giuseppe"
15417,2763,"Li, Xi"
15418,2763,"Ju, Yuyun"
15419,2763,"Xu, Yinyin"
15420,2763,"Wang, Weifeng"
15421,2763,"Dong, Yalei"
15422,2763,"Ma, Yanhua"
15423,2763,"Chen, Xingguo"
15424,2764,"Abutarbush, S. M."
15425,2765,"Czaban, J."
15426,2765,"Moldoch, J."
15427,2765,"Wroblewska, B."
15428,2765,"Szumacher-Strabel, M."
15429,2765,"Cieslak, A."
15430,2765,"Oleszek, W."
15431,2765,"Stochmal, A."
15432,2766,"Kimura, Fukiko"
15433,2766,"Kato-Noguchi, Hisashi"
15434,2767,"Onen, Huseyin"
15435,2768,"Sulieman, Saad"
15436,2768,"Van Ha, Chien"
15437,2768,"Schulze, Joachim"
15438,2768,Lam-Son Phan Tran
15439,2769,"Roy, Gourgopal"
15440,2769,"Fedorkin, Oleg"
15441,2769,"Fujiki, Masaaki"
15442,2769,"Skarjinskaia, Marina"
15443,2769,"Knapp, Elisabeth"
15444,2769,"Rabindran, Shailaja"
15445,2769,"Yusibov, Vidadi"
15446,2770,"Sosa-Rodriguez, Tiffany"
15447,2770,"Declerck, Stephane"
15448,2770,"Granet, Francoise"
15449,2770,"Gaurel, Sylvie"
15450,2770,"Van Damme, Els J. M."
15451,2770,"de Boulois, Herve Dupre"
15452,2771,"Rijgersberg, Hajo"
15453,2771,"Franz, Eelco"
15454,2771,"Groot, Masja Nierop"
15455,2771,"Tromp, Seth-Oscar"
15456,2772,"Valizadeh, M."
15457,2772,"Moharamnejad, S."
15458,2772,"Ahmadi, M."
15459,2772,"Jalaly, H. Mohammadzadeh"
15460,2773,"Edmunds, B."
15461,2773,"Suedekum, K. -H."
15462,2773,"Bennett, R."
15463,2773,"Schroder, A."
15464,2773,"Spiekers, H."
15465,2773,"Schwarz, F. J."
15466,2774,"Postnikova, Olga A."
15467,2774,"Shao, Jonathan"
15468,2774,"Nemchinov, Lev G."
15469,2775,"Yu, Feng"
15470,2775,"Lei, Yunting"
15471,2775,"Li, Yuan"
15472,2775,"Dou, Quanwen"
15473,2775,"Wang, Haiqing"
15474,2775,"Chen, Zhiguo"
15475,2776,"Zhang, Tiejun"
15476,2776,"Chao, Yuehui"
15477,2776,"Kang, Junmei"
15478,2776,"Ding, Wang"
15479,2776,"Yang, Qingchuan"
15480,2777,"Ye, Hui"
15481,2777,"Gemperline, Erin"
15482,2777,"Venkateshwaran, Muthusubramanian"
15483,2777,"Chen, Ruibing"
15484,2777,"Delaux, Pierre-Marc"
15485,2777,"Howes-Podoll, Maegen"
15486,2777,"Ane, Jean-Michel"
15487,2777,"Li, Lingjun"
15488,2778,"Reyno, Rafael"
15489,2778,"Khu, Dong-Man"
15490,2778,"Monteros, Maria J."
15491,2778,"Bouton, Joseph H."
15492,2778,"Parrott, Wayne"
15493,2778,"Brummer, E. Charles"
15494,2779,"Tang, Fang"
15495,2779,"Yang, Shengming"
15496,2779,"Gao, Muqiang"
15497,2779,"Zhu, Hongyan"
15498,2780,"Palma, F."
15499,2780,"Lopez-Gomez, M."
15500,2780,"Tejera, N. A."
15501,2780,"Lluch, C."
15502,2781,"Delaux, Pierre-Marc"
15503,2781,"Becard, Guillaume"
15504,2781,"Combier, Jean-Philippe"
15505,2782,"Yost, Matt A."
15506,2782,"Russelle, Michael P."
15507,2782,"Coulter, Jeffrey A."
15508,2783,"Nascimento, Moyses"
15509,2783,"Peternelli, Luiz Alexandre"
15510,2783,"Cruz, Cosme Damiao"
15511,2783,"Campana Nascimento, Ana Carolina"
15512,2783,"Ferreira, Reinaldo de Paula"
15513,2783,"Bhering, Leonardo Lopes"
15514,2783,"Salgado, Caio Cesio"
15515,2784,"Garcia de la Torre, Vanesa S."
15516,2784,"Coba de la Pena, Teodoro"
15517,2784,"Lucas, M. Mercedes"
15518,2784,"Pueyo, Jose J."
15519,2785,"Krishna, A."
15520,2785,"Kumar, Vinod"
15521,2785,"Sreedhra, K."
15522,2785,"Sridhar, K."
15523,2785,"Deshpande, V. K."
15524,2785,"Kumar, Arvind"
15525,2786,"Colman, E."
15526,2786,"Khafipour, E."
15527,2786,"Vlaeminck, B."
15528,2786,"De Baets, B."
15529,2786,"Plaizier, J. C."
15530,2786,"Fievez, V."
15531,2787,"Hassanat, F."
15532,2787,"Gervais, R."
15533,2787,"Julien, C."
15534,2787,"Masse, D. I."
15535,2787,"Lettat, A."
15536,2787,"Chouinard, P. Y."
15537,2787,"Petit, H. V."
15538,2787,"Benchaar, C."
15539,2788,"Paape, Timothy"
15540,2788,"Bataillon, Thomas"
15541,2788,"Zhou, Peng"
15542,2788,"Kono, Tom J. Y."
15543,2788,"Briskine, Roman"
15544,2788,"Young, Nevin D."
15545,2788,"Tiffin, Peter"
15546,2789,"Bonneau, Laurent"
15547,2789,"Huguet, Stephanie"
15548,2789,"Wipf, Daniel"
15549,2789,"Pauly, Nicolas"
15550,2789,Hoai-Nam Truong
15551,2790,"Schmitt, Andreas"
15552,2790,"Pausch, Johanna"
15553,2790,"Kuzyakov, Yakov"
15554,2791,"Elmaghrabi, Adel M."
15555,2791,"Ochatt, Sergio"
15556,2791,"Rogers, Hilary J."
15557,2791,"Francis, Dennis"
15558,2792,"Rodriguez-Celma, Jorge"
15559,2792,"Lin, Wen-Dar"
15560,2792,"Fu, Guin-Mau"
15561,2792,"Abadia, Javier"
15562,2792,"Lopez-Millan, Ana-Flor"
15563,2792,"Schmidt, Wolfgang"
15564,2793,"Eyles, Rodney P."
15565,2793,"Williams, Philip H."
15566,2793,"Ohms, Stephen J."
15567,2793,"Weiller, Georg F."
15568,2793,"Ogilvie, Huw A."
15569,2793,"Djordjevic, Michael A."
15570,2793,"Imin, Nijat"
15571,2794,"Pang, Yongzhen"
15572,2794,"Cheng, Xiaofei"
15573,2794,"Huhman, David V."
15574,2794,"Ma, Junying"
15575,2794,"Peel, Gregory J."
15576,2794,"Yonekura-Sakakibara, Keiko"
15577,2794,"Saito, Kazuki"
15578,2794,"Shen, Guoan"
15579,2794,"Sumner, Lloyd W."
15580,2794,"Tang, Yuhong"
15581,2794,"Wen, Jianqi"
15582,2794,"Yun, Jianfei"
15583,2794,"Dixon, Richard A."
15584,2795,"Battaglia, Marina"
15585,2795,"Covarrubias, Alejandra A."
15586,2796,"Charrier, Aurelie"
15587,2796,"Lelievre, Eric"
15588,2796,"Limami, Anis M."
15589,2796,"Planchet, Elisabeth"
15590,2797,"Belanger, Louise"
15591,2797,"Charles, Trevor C."
15592,2798,"Griffiths, Andrew G."
15593,2798,"Barrett, Brent A."
15594,2798,"Simon, Deborah"
15595,2798,"Khan, Anar K."
15596,2798,"Bickerstaff, Paul"
15597,2798,"Anderson, Craig B."
15598,2798,"Franzmayr, Benjamin K."
15599,2798,"Hancock, Kerry R."
15600,2798,"Jones, Chris S."
15601,2799,"Pietraszewska-Bogiel, Anna"
15602,2799,"Lefebvre, Benoit"
15603,2799,"Koini, Maria A."
15604,2799,"Klaus-Heisen, Doerte"
15605,2799,"Takken, Frank L. W."
15606,2799,"Geurts, Rene"
15607,2799,"Cullimore, Julie V."
15608,2799,"Gadella, Theodorus W. J."
15609,2800,"Sharma, K. C."
15610,2801,"Khodarahmpour, Zahra"
15611,2802,"Rinehart, Joseph P."
15612,2802,"Yocum, George D."
15613,2802,"Kemp, William P."
15614,2802,"Greenlee, Kendra J."
15615,2803,"Bennett, Meghan M."
15616,2803,"Petersen, Kelsey"
15617,2803,"Yocum, George"
15618,2803,"Rinehart, Joseph"
15619,2803,"Kemp, William"
15620,2803,"Greenlee, Kendra J."
15621,2804,"Kim, Tae Hyun"
15622,2804,"Yoo, Chang Geun"
15623,2804,"Lamsal, B. P."
15624,2805,"Shen, Yixin"
15625,2805,"Jiang, Huixin"
15626,2805,"Zhai, Guiyu"
15627,2805,"Cai, Qingsheng"
15628,2806,"Shanjani, P. Salehi"
15629,2806,"Salehi, P."
15630,2806,"Jafari, A. A."
15631,2807,"Straub, Cory S."
15632,2807,"Simasek, Nathan P."
15633,2807,"Gapinski, Mark R."
15634,2807,"Dohm, Regan"
15635,2807,"Aikens, Ellen O."
15636,2807,"Muscella, Sarah"
15637,2808,"Selwet, Marek"
15638,2808,"Galbas, Mariola"
15639,2808,"Porzucek, Filip"
15640,2808,"Koczorowski, Michal"
15641,2808,"Pociejowska, Malgorzata"
15642,2809,"McGarvey, J. A."
15643,2809,"Franco, R. B."
15644,2809,"Palumbo, J. D."
15645,2809,"Hnasko, R."
15646,2809,"Stanker, L."
15647,2809,"Mitloehner, F. M."
15648,2810,"Kim, Goon-Bo"
15649,2810,"Nam, Young-Woo"
15650,2811,"Chen, Qi"
15651,2811,"Wu, Kong-Huan"
15652,2811,"Wang, Ping"
15653,2811,"Yi, Jia"
15654,2811,"Li, Kun-Zhi"
15655,2811,"Yu, Yong-Xiong"
15656,2811,"Chen, Li-Mei"
15657,2812,"Djaman, K."
15658,2812,"Irmak, S."
15659,2813,"Ley, Thomas W."
15660,2813,"Allen, Richard G."
15661,2813,"Jensen, Marvin E."
15662,2814,"Yacoubi, Rafika"
15663,2814,"Job, Claudette"
15664,2814,"Belghazi, Maya"
15665,2814,"Chaibi, Wided"
15666,2814,"Job, Dominique"
15667,2815,"Dube, Marie-Pier"
15668,2815,"Castonguay, Yves"
15669,2815,"Duceppe, Marc-Olivier"
15670,2815,"Bertrand, Annick"
15671,2815,"Michaud, Real"
15672,2816,"Hendrickson, J. R."
15673,2816,"Schmer, M. R."
15674,2816,"Sanderson, M. A."
15675,2817,"Dehghan, G."
15676,2817,"Amjad, Leyla"
15677,2817,"Nosrati, H."
15678,2818,"Ruget, F."
15679,2818,"Durand, J. -L."
15680,2818,"Ripoche, D."
15681,2818,"Graux, A. -I."
15682,2818,"Bernard, F."
15683,2818,"Lacroix, B."
15684,2818,"Moreau, J. -C."
15685,2819,"Forel, E."
15686,2819,"Manteaux, J. -P."
15687,2820,"Li, Hong-yan"
15688,2820,"Li, Zhi-yong"
15689,2820,"Cai, Li-yan"
15690,2820,"Shi, Wen-gui"
15691,2820,"Mi, Fu-gui"
15692,2820,"Shi, Feng-ling"
15693,2821,"Bazin, Jeremie"
15694,2821,"Khan, Ghazanfar Abbas"
15695,2821,"Combier, Jean-Philippe"
15696,2821,"Bustos-Sanmamed, Pilar"
15697,2821,"Manuel Debernardi, Juan"
15698,2821,"Rodriguez, Ramiro"
15699,2821,"Sorin, Celine"
15700,2821,"Palatnik, Javier"
15701,2821,"Hartmann, Caroline"
15702,2821,"Crespi, Martin"
15703,2821,"Lelandais-Briere, Christine"
15704,2822,"Fourquin, Chloe"
15705,2822,"del Cerro, Carolina"
15706,2822,"Victoria, Filipe C."
15707,2822,"Vialette-Guiraud, Aurelie"
15708,2822,"de Oliveira, Antonio C."
15709,2822,"Ferrandiz, Cristina"
15710,2823,"Cela, S."
15711,2823,"Santiveri, F."
15712,2823,"Lloveras, J."
15713,2824,"Turner, K. E."
15714,2824,"Cassida, K. A."
15715,2824,"Zajac, A. M."
15716,2825,"Stanton-Geddes, John"
15717,2825,"Paape, Timothy"
15718,2825,"Epstein, Brendan"
15719,2825,"Briskine, Roman"
15720,2825,"Yoder, Jeremy"
15721,2825,"Mudge, Joann"
15722,2825,"Bharti, Arvind K."
15723,2825,"Farmer, Andrew D."
15724,2825,"Zhou, Peng"
15725,2825,"Denny, Roxanne"
15726,2825,"May, Gregory D."
15727,2825,"Erlandson, Stephanie"
15728,2825,"Yakub, Mohammed"
15729,2825,"Sugawara, Masayuki"
15730,2825,"Sadowsky, Michael J."
15731,2825,"Young, Nevin D."
15732,2825,"Tiffin, Peter"
15733,2826,"Limpens, Erik"
15734,2826,"Moling, Sjef"
15735,2826,"Hooiveld, Guido"
15736,2826,"Pereira, Patricia A."
15737,2826,"Bisseling, Ton"
15738,2826,"Becker, Joerg D."
15739,2826,"Kuester, Helge"
15740,2827,"Devers, Emanuel A."
15741,2827,"Teply, Julia"
15742,2827,"Reinert, Armin"
15743,2827,"Gaude, Nicole"
15744,2827,"Krajinski, Franziska"
15745,2828,"Zhou, Zhao Sheng"
15746,2828,"Yang, Sheng Ning"
15747,2828,"Li, Hua"
15748,2828,"Zhu, Can Can"
15749,2828,"Liu, Zhao Pu"
15750,2828,"Yang, Zhi Min"
15751,2829,"Su, Xin"
15752,2829,"Xu, Wei-Zhuo"
15753,2829,"Liu, Xin"
15754,2829,"Zhuo, Rui-Fang"
15755,2829,"Wang, Cai-Yun"
15756,2829,"Zhang, Xin"
15757,2829,"Kakutani, K."
15758,2829,"You, Song"
15759,2830,"Liu, Wenting"
15760,2830,"Liang, Zongsuo"
15761,2830,"Wang, Xinhua"
15762,2830,"Sibbald, Susan"
15763,2830,"Hunter, David"
15764,2830,"Tian, Lining"
15765,2831,"Serra, Gerardo V."
15766,2831,"La Porta, Norma C."
15767,2831,"Avalos, Susana"
15768,2831,"Mazzuferi, Vilma"
15769,2832,"Negruk, Valentine"
15770,2833,"Hogekamp, Claudia"
15771,2833,"Kuester, Helge"
15772,2834,"Villegas, Cinthya M."
15773,2834,"Verdugo, Jaime A."
15774,2834,"Grez, Audrey A."
15775,2834,"Tapia, Jaime"
15776,2834,"Lavandero, Bias"
15777,2835,"Helena Ramirez-Bahena, Martha"
15778,2835,"Tejedor, Carmen"
15779,2835,"Martin, Isidro"
15780,2835,"Velazquez, Encarna"
15781,2835,"Peix, Alvaro"
15782,2836,"Forge, Tom"
15783,2836,"Neilsen, Gerry"
15784,2836,"Neilsen, Denise"
15785,2836,"Hogue, Eugene"
15786,2836,"Faubion, Dana"
15787,2837,"Choi, Ki-Choon"
15788,2837,"Hwang, Jung-Min"
15789,2837,"Bang, Sung-Jun"
15790,2837,"Kim, Beom-Tae"
15791,2837,"Kim, Dong-Hern"
15792,2837,"Chae, Minseon"
15793,2837,"Lee, Seung-Ah"
15794,2837,"Choi, Gi Jun"
15795,2837,"Kim, Da Hye"
15796,2837,"Lee, Jeong-Chae"
15797,2838,"Yoder, Jeremy B."
15798,2838,"Briskine, Roman"
15799,2838,"Mudge, Joann"
15800,2838,"Farmer, Andrew"
15801,2838,"Paape, Timothy"
15802,2838,"Steele, Kelly"
15803,2838,"Weiblen, George D."
15804,2838,"Bharti, Arvind K."
15805,2838,"Zhou, Peng"
15806,2838,"May, Gregory D."
15807,2838,"Young, Nevin D."
15808,2838,"Tiffin, Peter"
15809,2839,"Taban, Azin"
15810,2839,"Rahimi, Mohammad Javad"
15811,2839,"Saharkhiz, Mohammad Jamal"
15812,2839,"Hadian, Javad"
15813,2839,"Zomorodian, Kamiar"
15814,2840,"Jin, Qijiang"
15815,2840,"Zhu, Kaikai"
15816,2840,"Xie, Yanjie"
15817,2840,"Shen, Wenbiao"
15818,2841,"Green, T. C."
15819,2841,"Jago, J. G."
15820,2841,"Macdonald, K. A."
15821,2841,"Waghorn, G. C."
15822,2842,"Tohidfar, Masoud"
15823,2842,"Zare, Naser"
15824,2842,"Jouzani, Gholamreza Salehi"
15825,2842,"Eftekhari, Seide Maryam"
15826,2843,"Ochatt, S."
15827,2843,"Jacas, L."
15828,2843,"Patat-Ochatt, E. M."
15829,2843,"Djenanne, S."
15830,2844,"Negahi, A."
15831,2844,"Sarrafi, A."
15832,2844,"Ebrahimi, A."
15833,2844,"Maury, P."
15834,2844,"Prosperi, J. M."
15835,2844,"Ben, C."
15836,2844,"Rickauer, M."
15837,2845,"Kong, Yunhong"
15838,2845,"Xia, Yun"
15839,2845,"Seviour, Robert"
15840,2845,"Forster, Robert"
15841,2845,"McAllister, Tim A."
15842,2846,"Li, Ying"
15843,2846,"Liang, Fang"
15844,2846,"Zhu, Youfeng"
15845,2846,"Wang, Fengping"
15846,2847,"Sharma, Vishakha"
15847,2847,"Kumar, Sushil"
15848,2848,"Samani, Zohrab"
15849,2848,"Skaggs, Rhonda"
15850,2848,"Longworth, John"
15851,2849,"Vinchesi, Amber"
15852,2849,"Cobos, Douglas"
15853,2849,"Lavine, Laura"
15854,2849,"Walsh, Douglas"
15855,2850,"Coblentz, W. K."
15856,2850,"Grabber, J. H."
15857,2851,"Rey, Thomas"
15858,2851,"Nars, Amaury"
15859,2851,"Bonhomme, Maxime"
15860,2851,"Bottin, Arnaud"
15861,2851,"Huguet, Stephanie"
15862,2851,"Balzergue, Sandrine"
15863,2851,"Jardinaud, Marie-Francoise"
15864,2851,"Bono, Jean-Jacques"
15865,2851,"Cullimore, Julie"
15866,2851,"Dumas, Bernard"
15867,2851,"Gough, Clare"
15868,2851,"Jacquet, Christophe"
15869,2852,"Fukushima, Ery O."
15870,2852,"Seki, Hikaru"
15871,2852,"Sawai, Satoru"
15872,2852,"Suzuki, Munenori"
15873,2852,"Ohyama, Kiyoshi"
15874,2852,"Saito, Kazuki"
15875,2852,"Muranaka, Toshiya"
15876,2853,"Guan, Dian"
15877,2853,"Stacey, Nicola"
15878,2853,"Liu, Chengwu"
15879,2853,"Wen, Jiangqi"
15880,2853,"Mysore, Kirankumar S."
15881,2853,"Torres-Jerez, Ivone"
15882,2853,"Vernie, Tatiana"
15883,2853,"Tadege, Million"
15884,2853,"Zhou, Chuanen"
15885,2853,"Wang, Zeng-yu"
15886,2853,"Udvardi, Michael K."
15887,2853,"Oldroyd, Giles E. D."
15888,2853,"Murray, Jeremy D."
15889,2854,"Lee, Jeonghoon"
15890,2854,"Lei, Zhentian"
15891,2854,"Watsonand, Bonnie S."
15892,2854,"Sumner, Lloyd W."
15893,2855,"Zaefarian, Faezeh"
15894,2855,"Rezvani, Mohammad"
15895,2855,"Ardakani, Mohammad Reza"
